Proposal,Choice,SumRank,SumRankAvg,PctFirst,PctLast,PctFirstFive,VPRankAvg
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,1,175648,4.262163014729077,0.19002208148309918,0.10594258814394215,0.6648224988473951,0.04638805899614922
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,2,220463,5.349615393948218,0.03802382858945427,0.0557860765329645,0.5260974011792968,0.0681183167794646
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,3,225679,5.47618354322875,0.0415665720317391,0.05306835553614326,0.5144014947465483,0.10017881656113434
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,4,214144,5.196282545922205,0.053189682366358494,0.04576448035718619,0.5737303147217976,0.0835674270253228
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,5,209517,5.084006697241028,0.06534663075392493,0.04576448035718619,0.591080051442576,0.054363034866114525
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,6,142400,3.4553881245298586,0.4368979156050569,0.03076848414258329,0.7154157870471476,0.07898661105618462
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,7,237660,5.766906893790493,0.04459974278711994,0.05648977214821286,0.4521365654800903,0.14582223155165944
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,8,277625,6.736672247700857,0.038703258838659584,0.19140520734755284,0.3220014073912305,0.14162916047415983
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,9,287587,6.978403824221688,0.031690568052219065,0.13401761665574724,0.2815995729295576,0.1233502182351993
0x14e71f784e880170972572c2696ef53ef437700c637a151b5176a5827fe5b8bc,10,275882,6.6943777146878265,0.05995971949236854,0.28099293877848147,0.35871490621436025,0.15759612445461638
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,1,190475,4.583022545174563,0.19174225836721928,0.11007916075166622,0.6406727460840692,0.09480046795882877
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,2,235382,5.6635307138904265,0.03784798248357835,0.061644330020933086,0.4673852890931402,0.12220625884595242
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,3,227369,5.470729770698491,0.04263612521354154,0.06219773345203436,0.5274415918770001,0.06513061443578584
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,4,221708,5.334520343591348,0.04670243738119872,0.04708741368109526,0.5321575515507326,0.11816048852339185
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,5,145120,3.491735040061596,0.3521089482928707,0.029811602223238132,0.7821996583335339,0.12445881331409789
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,6,232634,5.597411034383196,0.053704193835566995,0.05343952262938813,0.44135126681263687,0.06307077648757854
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,7,182440,4.38969225957027,0.15225812660908064,0.03782392146483482,0.6339597218546233,0.05573185641186909
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,8,270473,6.507855922619764,0.03722239599624648,0.09614783089916026,0.3314886552296624,0.14830703081122276
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,9,304012,7.314838430259138,0.029811602223238132,0.21214600226173577,0.24790067611462668,0.10582282688339519
0x5824d0b51cc435a49f6455ee2715216d6b958637218ed79e3e93c41af6bdef33,10,276242,6.6466639397512095,0.055965929597459156,0.28962248261591395,0.39544284304997473,0.10231086632787703
